participant_id,video_id,start_frame,stop_frame,verb_class,noun_class,all_noun_classes,start_timestamp,stop_timestamp,narration_id,action_class
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_741050-748650-F017767-F017986,17767,17986,0,0,0,,,OP04-R03-BaconAndEggs-741050-748650-F017767-F017986,0
OP04-R03-BaconAndEggs,OP04-R03-BaconAndEggs_822190-823966-F019728-F019780,19728,19780,0,0,0,,,OP04-R03-BaconAndEggs-822190-823966-F019728-F019780,0
OP04-R04-ContinentalBreakfast,OP04-R04-ContinentalBreakfast_472006-485206-F011297-F011676,11297,11676,0,0,0,,,OP04-R04-ContinentalBreakfast-472006-485206-F011297-F011676,0
OP04-R05-Cheeseburger,OP04-R05-Cheeseburger_398690-404550-F009554-F009724,9554,9724,0,0,0,,,OP04-R05-Cheeseburger-398690-404550-F009554-F009724,0
OP04-R05-Cheeseburger,OP04-R05-Cheeseburger_50970-54660-F001214-F001321,1214,1321,0,0,0,,,OP04-R05-Cheeseburger-50970-54660-F001214-F001321,0
OP04-R06-GreekSalad,OP04-R06-GreekSalad_172490-177880-F004126-F004283,4126,4283,0,0,0,,,OP04-R06-GreekSalad-172490-177880-F004126-F004283,0
OP04-R06-GreekSalad,OP04-R06-GreekSalad_329025-330980-F007892-F007948,7892,7948,0,0,0,,,OP04-R06-GreekSalad-329025-330980-F007892-F007948,0
OP04-R06-GreekSalad,OP04-R06-GreekSalad_34430-35660-F000823-F000859,823,859,0,0,0,,,OP04-R06-GreekSalad-34430-35660-F000823-F000859,0
OP04-R07-Pizza,OP04-R07-Pizza_136470-140630-F003265-F003386,3265,3386,0,0,0,,,OP04-R07-Pizza-136470-140630-F003265-F003386,0
OP04-R07-Pizza,OP04-R07-Pizza_276739-280359-F006633-F006737,6633,6737,0,0,0,,,OP04-R07-Pizza-276739-280359-F006633-F006737,0
OP04-R07-Pizza,OP04-R07-Pizza_484380-487977-F011617-F011720,11617,11720,0,0,0,,,OP04-R07-Pizza-484380-487977-F011617-F011720,0
P01-R01-PastaSalad,P01-R01-PastaSalad_105649-110102-F002525-F002653,2525,2653,0,0,0,,,P01-R01-PastaSalad-105649-110102-F002525-F002653,0
P01-R01-PastaSalad,P01-R01-PastaSalad_1195729-1198016-F028692-F028758,28692,28758,0,0,0,,,P01-R01-PastaSalad-1195729-1198016-F028692-F028758,0
P01-R01-PastaSalad,P01-R01-PastaSalad_195296-196936-F004683-F004731,4683,4731,0,0,0,,,P01-R01-PastaSalad-195296-196936-F004683-F004731,0
P01-R01-PastaSalad,P01-R01-PastaSalad_199063-202740-F004768-F004875,4768,4875,0,0,0,,,P01-R01-PastaSalad-199063-202740-F004768-F004875,0
P01-R01-PastaSalad,P01-R01-PastaSalad_237087-243278-F005675-F005854,5675,5854,0,0,0,,,P01-R01-PastaSalad-237087-243278-F005675-F005854,0
P01-R01-PastaSalad,P01-R01-PastaSalad_436322-439848-F010463-F010565,10463,10565,0,0,0,,,P01-R01-PastaSalad-436322-439848-F010463-F010565,0
P01-R01-PastaSalad,P01-R01-PastaSalad_50963-56059-F001211-F001358,1211,1358,0,0,0,,,P01-R01-PastaSalad-50963-56059-F001211-F001358,0
P01-R01-PastaSalad,P01-R01-PastaSalad_577545-578675-F013859-F013891,13859,13891,0,0,0,,,P01-R01-PastaSalad-577545-578675-F013859-F013891,0
P01-R01-PastaSalad,P01-R01-PastaSalad_82874-84969-F001983-F002045,1983,2045,0,0,0,,,P01-R01-PastaSalad-82874-84969-F001983-F002045,0
P01-R01-PastaSalad,P01-R01-PastaSalad_88037-94647-F002096-F002288,2096,2288,0,0,0,,,P01-R01-PastaSalad-88037-94647-F002096-F002288,0
P01-R01-PastaSalad,P01-R01-PastaSalad_950622-954108-F022806-F022907,22806,22907,0,0,0,,,P01-R01-PastaSalad-950622-954108-F022806-F022907,0
P01-R01-PastaSalad,P01-R01-PastaSalad_96396-100523-F002303-F002423,2303,2423,0,0,0,,,P01-R01-PastaSalad-96396-100523-F002303-F002423,0
P01-R01-PastaSalad,P01-R01-PastaSalad_991483-996824-F023782-F023937,23782,23937,0,0,0,,,P01-R01-PastaSalad-991483-996824-F023782-F023937,0
P01-R02-TurkeySandwich,P01-R02-TurkeySandwich_171516-172185-F004115-F004134,4115,4134,0,0,0,,,P01-R02-TurkeySandwich-171516-172185-F004115-F004134,0
P01-R02-TurkeySandwich,P01-R02-TurkeySandwich_238233-239964-F005713-F005764,5713,5764,0,0,0,,,P01-R02-TurkeySandwich-238233-239964-F005713-F005764,0
P01-R02-TurkeySandwich,P01-R02-TurkeySandwich_486587-488945-F011673-F011740,11673,11740,0,0,0,,,P01-R02-TurkeySandwich-486587-488945-F011673-F011740,0
P01-R02-TurkeySandwich,P01-R02-TurkeySandwich_599469-602231-F014381-F014460,14381,14460,0,0,0,,,P01-R02-TurkeySandwich-599469-602231-F014381-F014460,0
P01-R02-TurkeySandwich,P01-R02-TurkeySandwich_670528-677159-F016076-F016268,16076,16268,0,0,0,,,P01-R02-TurkeySandwich-670528-677159-F016076-F016268,0
P02-R01-PastaSalad,P02-R01-PastaSalad_103610-108873-F002474-F002625,2474,2625,0,0,0,,,P02-R01-PastaSalad-103610-108873-F002474-F002625,0
P02-R01-PastaSalad,P02-R01-PastaSalad_1086926-1100438-F026054-F026443,26054,26443,0,0,0,,,P02-R01-PastaSalad-1086926-1100438-F026054-F026443,0
P02-R01-PastaSalad,P02-R01-PastaSalad_1440353-1455180-F034533-F034960,34533,34960,0,0,0,,,P02-R01-PastaSalad-1440353-1455180-F034533-F034960,0
P02-R01-PastaSalad,P02-R01-PastaSalad_155011-166069-F003694-F004012,3694,4012,0,0,0,,,P02-R01-PastaSalad-155011-166069-F003694-F004012,0
P02-R01-PastaSalad,P02-R01-PastaSalad_451326-458413-F010814-F011019,10814,11019,0,0,0,,,P02-R01-PastaSalad-451326-458413-F010814-F011019,0
P02-R01-PastaSalad,P02-R01-PastaSalad_569801-575618-F013661-F013829,13661,13829,0,0,0,,,P02-R01-PastaSalad-569801-575618-F013661-F013829,0
P02-R01-PastaSalad,P02-R01-PastaSalad_581225-582642-F013946-F013987,13946,13987,0,0,0,,,P02-R01-PastaSalad-581225-582642-F013946-F013987,0
P02-R01-PastaSalad,P02-R01-PastaSalad_95370-100459-F002276-F002424,2276,2424,0,0,0,,,P02-R01-PastaSalad-95370-100459-F002276-F002424,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1003769-1005013-F024087-F024124,24087,24124,0,0,0,,,P02-R03-BaconAndEggs-1003769-1005013-F024087-F024124,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1312591-1315293-F031496-F031574,31496,31574,0,0,0,,,P02-R03-BaconAndEggs-1312591-1315293-F031496-F031574,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_152010-154605-F003642-F003717,3642,3717,0,0,0,,,P02-R03-BaconAndEggs-152010-154605-F003642-F003717,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_1740039-1750066-F041736-F042026,41736,42026,0,0,0,,,P02-R03-BaconAndEggs-1740039-1750066-F041736-F042026,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_201478-202073-F004834-F004851,4834,4851,0,0,0,,,P02-R03-BaconAndEggs-201478-202073-F004834-F004851,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_219005-221384-F005251-F005319,5251,5319,0,0,0,,,P02-R03-BaconAndEggs-219005-221384-F005251-F005319,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_399648-412323-F009561-F009926,9561,9926,0,0,0,,,P02-R03-BaconAndEggs-399648-412323-F009561-F009926,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_456037-459388-F010936-F011034,10936,11034,0,0,0,,,P02-R03-BaconAndEggs-456037-459388-F010936-F011034,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_489982-492171-F011754-F011818,11754,11818,0,0,0,,,P02-R03-BaconAndEggs-489982-492171-F011754-F011818,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_578620-590674-F013857-F014206,13857,14206,0,0,0,,,P02-R03-BaconAndEggs-578620-590674-F013857-F014206,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_759431-762079-F018220-F018296,18220,18296,0,0,0,,,P02-R03-BaconAndEggs-759431-762079-F018220-F018296,0
P02-R03-BaconAndEggs,P02-R03-BaconAndEggs_891274-900950-F021367-F021646,21367,21646,0,0,0,,,P02-R03-BaconAndEggs-891274-900950-F021367-F021646,0
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_105381-106135-F002527-F002550,2527,2550,0,0,0,,,P02-R04-ContinentalBreakfast-105381-106135-F002527-F002550,0
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_161081-170915-F003842-F004125,3842,4125,0,0,0,,,P02-R04-ContinentalBreakfast-161081-170915-F003842-F004125,0
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_337868-341043-F008101-F008193,8101,8193,0,0,0,,,P02-R04-ContinentalBreakfast-337868-341043-F008101-F008193,0
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_52309-61651-F001233-F001502,1233,1502,0,0,0,,,P02-R04-ContinentalBreakfast-52309-61651-F001233-F001502,0
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_602394-607762-F014444-F014600,14444,14600,0,0,0,,,P02-R04-ContinentalBreakfast-602394-607762-F014444-F014600,0
P02-R04-ContinentalBreakfast,P02-R04-ContinentalBreakfast_834037-838469-F020006-F020134,20006,20134,0,0,0,,,P02-R04-ContinentalBreakfast-834037-838469-F020006-F020134,0
P02-R05-Cheeseburger,P02-R05-Cheeseburger_142160-148000-F003397-F003566,3397,3566,0,0,0,,,P02-R05-Cheeseburger-142160-148000-F003397-F003566,0
P02-R05-Cheeseburger,P02-R05-Cheeseburger_325130-329730-F007792-F007925,7792,7925,0,0,0,,,P02-R05-Cheeseburger-325130-329730-F007792-F007925,0
P02-R05-Cheeseburger,P02-R05-Cheeseburger_515310-516440-F012365-F012397,12365,12397,0,0,0,,,P02-R05-Cheeseburger-515310-516440-F012365-F012397,0
P02-R06-GreekSalad,P02-R06-GreekSalad_252466-254286-F006055-F006107,6055,6107,0,0,0,,,P02-R06-GreekSalad-252466-254286-F006055-F006107,0
P02-R06-GreekSalad,P02-R06-GreekSalad_46060-47420-F001102-F001142,1102,1142,0,0,0,,,P02-R06-GreekSalad-46060-47420-F001102-F001142,0
P02-R06-GreekSalad,P02-R06-GreekSalad_483810-485580-F011607-F011658,11607,11658,0,0,0,,,P02-R06-GreekSalad-483810-485580-F011607-F011658,0
P03-R01-PastaSalad,P03-R01-PastaSalad_1201312-1208127-F028815-F029012,28815,29012,0,0,0,,,P03-R01-PastaSalad-1201312-1208127-F028815-F029012,0
P03-R01-PastaSalad,P03-R01-PastaSalad_1496458-1503458-F035897-F036100,35897,36100,0,0,0,,,P03-R01-PastaSalad-1496458-1503458-F035897-F036100,0
P03-R01-PastaSalad,P03-R01-PastaSalad_1607769-1613634-F038572-F038742,38572,38742,0,0,0,,,P03-R01-PastaSalad-1607769-1613634-F038572-F038742,0
P03-R01-PastaSalad,P03-R01-PastaSalad_1880998-1886322-F045130-F045285,45130,45285,0,0,0,,,P03-R01-PastaSalad-1880998-1886322-F045130-F045285,0
P03-R01-PastaSalad,P03-R01-PastaSalad_2047157-2051400-F049121-F049244,49121,49244,0,0,0,,,P03-R01-PastaSalad-2047157-2051400-F049121-F049244,0
P03-R01-PastaSalad,P03-R01-PastaSalad_2231251-2233008-F053546-F053597,53546,53597,0,0,0,,,P03-R01-PastaSalad-2231251-2233008-F053546-F053597,0
P03-R01-PastaSalad,P03-R01-PastaSalad_644646-648352-F015462-F015570,15462,15570,0,0,0,,,P03-R01-PastaSalad-644646-648352-F015462-F015570,0
P03-R01-PastaSalad,P03-R01-PastaSalad_705470-711764-F016916-F017098,16916,17098,0,0,0,,,P03-R01-PastaSalad-705470-711764-F016916-F017098,0
P03-R01-PastaSalad,P03-R01-PastaSalad_788705-789941-F018925-F018962,18925,18962,0,0,0,,,P03-R01-PastaSalad-788705-789941-F018925-F018962,0
P03-R01-PastaSalad,P03-R01-PastaSalad_891997-897468-F021394-F021553,21394,21553,0,0,0,,,P03-R01-PastaSalad-891997-897468-F021394-F021553,0
P03-R01-PastaSalad,P03-R01-PastaSalad_910613-918437-F021835-F022062,21835,22062,0,0,0,,,P03-R01-PastaSalad-910613-918437-F021835-F022062,0
P04-R01-PastaSalad,P04-R01-PastaSalad_1114399-1119071-F026734-F026869,26734,26869,0,0,0,,,P04-R01-PastaSalad-1114399-1119071-F026734-F026869,0
P04-R01-PastaSalad,P04-R01-PastaSalad_1279002-1288331-F030674-F030942,30674,30942,0,0,0,,,P04-R01-PastaSalad-1279002-1288331-F030674-F030942,0
P04-R01-PastaSalad,P04-R01-PastaSalad_1452459-1455940-F034851-F034951,34851,34951,0,0,0,,,P04-R01-PastaSalad-1452459-1455940-F034851-F034951,0
P04-R01-PastaSalad,P04-R01-PastaSalad_174725-184772-F004169-F004459,4169,4459,0,0,0,,,P04-R01-PastaSalad-174725-184772-F004169-F004459,0
P04-R01-PastaSalad,P04-R01-PastaSalad_232718-237936-F005573-F005723,5573,5723,0,0,0,,,P04-R01-PastaSalad-232718-237936-F005573-F005723,0
P04-R01-PastaSalad,P04-R01-PastaSalad_341693-351589-F008176-F008463,8176,8463,0,0,0,,,P04-R01-PastaSalad-341693-351589-F008176-F008463,0
P04-R01-PastaSalad,P04-R01-PastaSalad_354800-374007-F008469-F009023,8469,9023,0,0,0,,,P04-R01-PastaSalad-354800-374007-F008469-F009023,0
P04-R01-PastaSalad,P04-R01-PastaSalad_545070-552439-F013064-F013276,13064,13276,0,0,0,,,P04-R01-PastaSalad-545070-552439-F013064-F013276,0
P04-R01-PastaSalad,P04-R01-PastaSalad_858380-860645-F020596-F020661,20596,20661,0,0,0,,,P04-R01-PastaSalad-858380-860645-F020596-F020661,0
P04-R01-PastaSalad,P04-R01-PastaSalad_94277-97004-F002256-F002335,2256,2335,0,0,0,,,P04-R01-PastaSalad-94277-97004-F002256-F002335,0
P04-R05-Cheeseburger,P04-R05-Cheeseburger_132601-134195-F003178-F003225,3178,3225,0,0,0,,,P04-R05-Cheeseburger-132601-134195-F003178-F003225,0
P04-R05-Cheeseburger,P04-R05-Cheeseburger_517974-522959-F012419-F012564,12419,12564,0,0,0,,,P04-R05-Cheeseburger-517974-522959-F012419-F012564,0
P04-R05-Cheeseburger,P04-R05-Cheeseburger_81652-86959-F001946-F002101,1946,2101,0,0,0,,,P04-R05-Cheeseburger-81652-86959-F001946-F002101,0
P04-R05-Cheeseburger,P04-R05-Cheeseburger_996930-1001099-F023916-F024037,23916,24037,0,0,0,,,P04-R05-Cheeseburger-996930-1001099-F023916-F024037,0
P04-R06-GreekSalad,P04-R06-GreekSalad_1003100-1005030-F024070-F024125,24070,24125,0,0,0,,,P04-R06-GreekSalad-1003100-1005030-F024070-F024125,0
P04-R06-GreekSalad,P04-R06-GreekSalad_1033660-1039180-F024794-F024954,24794,24954,0,0,0,,,P04-R06-GreekSalad-1033660-1039180-F024794-F024954,0
P04-R06-GreekSalad,P04-R06-GreekSalad_1273040-1278720-F030539-F030703,30539,30703,0,0,0,,,P04-R06-GreekSalad-1273040-1278720-F030539-F030703,0
P04-R06-GreekSalad,P04-R06-GreekSalad_144260-148010-F003453-F003562,3453,3562,0,0,0,,,P04-R06-GreekSalad-144260-148010-F003453-F003562,0
P13-R01-PastaSalad,P13-R01-PastaSalad_406022-409730-F009735-F009843,9735,9843,0,0,0,,,P13-R01-PastaSalad-406022-409730-F009735-F009843,0
P13-R01-PastaSalad,P13-R01-PastaSalad_608501-620416-F014576-F014918,14576,14918,0,0,0,,,P13-R01-PastaSalad-608501-620416-F014576-F014918,0
P13-R01-PastaSalad,P13-R01-PastaSalad_629836-633944-F015106-F015225,15106,15225,0,0,0,,,P13-R01-PastaSalad-629836-633944-F015106-F015225,0
P13-R01-PastaSalad,P13-R01-PastaSalad_691028-694619-F016576-F016679,16576,16679,0,0,0,,,P13-R01-PastaSalad-691028-694619-F016576-F016679,0
P13-R01-PastaSalad,P13-R01-PastaSalad_698192-708839-F016731-F017038,16731,17038,0,0,0,,,P13-R01-PastaSalad-698192-708839-F016731-F017038,0
P13-R01-PastaSalad,P13-R01-PastaSalad_709744-712967-F017025-F017120,17025,17120,0,0,0,,,P13-R01-PastaSalad-709744-712967-F017025-F017120,0
P13-R01-PastaSalad,P13-R01-PastaSalad_855420-862490-F020513-F020717,20513,20717,0,0,0,,,P13-R01-PastaSalad-855420-862490-F020513-F020717,0
P14-R01-PastaSalad,P14-R01-PastaSalad_116500-119083-F002790-F002864,2790,2864,0,0,0,,,P14-R01-PastaSalad-116500-119083-F002790-F002864,0
P14-R01-PastaSalad,P14-R01-PastaSalad_1219739-1225823-F029259-F029434,29259,29434,0,0,0,,,P14-R01-PastaSalad-1219739-1225823-F029259-F029434,0
P14-R01-PastaSalad,P14-R01-PastaSalad_1300814-1302164-F031216-F031255,31216,31255,0,0,0,,,P14-R01-PastaSalad-1300814-1302164-F031216-F031255,0
P14-R01-PastaSalad,P14-R01-PastaSalad_1395836-1400290-F033490-F033617,33490,33617,0,0,0,,,P14-R01-PastaSalad-1395836-1400290-F033490-F033617,0
P14-R01-PastaSalad,P14-R01-PastaSalad_2035415-2040640-F048837-F048988,48837,48988,0,0,0,,,P14-R01-PastaSalad-2035415-2040640-F048837-F048988,0
P14-R01-PastaSalad,P14-R01-PastaSalad_241069-257052-F005747-F006208,5747,6208,0,0,0,,,P14-R01-PastaSalad-241069-257052-F005747-F006208,0
P14-R01-PastaSalad,P14-R01-PastaSalad_442583-460958-F010577-F011107,10577,11107,0,0,0,,,P14-R01-PastaSalad-442583-460958-F010577-F011107,0
P14-R01-PastaSalad,P14-R01-PastaSalad_48125-82093-F001074-F002052,1074,2052,0,0,0,,,P14-R01-PastaSalad-48125-82093-F001074-F002052,0
P14-R01-PastaSalad,P14-R01-PastaSalad_551085-557060-F013212-F013384,13212,13384,0,0,0,,,P14-R01-PastaSalad-551085-557060-F013212-F013384,0
P14-R02-TurkeySandwich,P14-R02-TurkeySandwich_149137-156537-F003562-F003774,3562,3774,0,0,0,,,P14-R02-TurkeySandwich-149137-156537-F003562-F003774,0
P14-R02-TurkeySandwich,P14-R02-TurkeySandwich_306812-317912-F007337-F007656,7337,7656,0,0,0,,,P14-R02-TurkeySandwich-306812-317912-F007337-F007656,0
P14-R02-TurkeySandwich,P14-R02-TurkeySandwich_755892-762092-F018126-F018306,18126,18306,0,0,0,,,P14-R02-TurkeySandwich-755892-762092-F018126-F018306,0
P15-R01-PastaSalad,P15-R01-PastaSalad_1174175-1182575-F028160-F028402,28160,28402,0,0,0,,,P15-R01-PastaSalad-1174175-1182575-F028160-F028402,0
P15-R01-PastaSalad,P15-R01-PastaSalad_1186525-1198525-F028447-F028794,28447,28794,0,0,0,,,P15-R01-PastaSalad-1186525-1198525-F028447-F028794,0
P15-R01-PastaSalad,P15-R01-PastaSalad_1370250-1399150-F032817-F033649,32817,33649,0,0,0,,,P15-R01-PastaSalad-1370250-1399150-F032817-F033649,0
P15-R01-PastaSalad,P15-R01-PastaSalad_137300-141100-F003286-F003396,3286,3396,0,0,0,,,P15-R01-PastaSalad-137300-141100-F003286-F003396,0
P15-R01-PastaSalad,P15-R01-PastaSalad_1678300-1682500-F040269-F040390,40269,40390,0,0,0,,,P15-R01-PastaSalad-1678300-1682500-F040269-F040390,0
P15-R01-PastaSalad,P15-R01-PastaSalad_172050-173950-F004125-F004179,4125,4179,0,0,0,,,P15-R01-PastaSalad-172050-173950-F004125-F004179,0
P15-R01-PastaSalad,P15-R01-PastaSalad_270275-283275-F006455-F006830,6455,6830,0,0,0,,,P15-R01-PastaSalad-270275-283275-F006455-F006830,0
P15-R01-PastaSalad,P15-R01-PastaSalad_749526-755026-F017975-F018134,17975,18134,0,0,0,,,P15-R01-PastaSalad-749526-755026-F017975-F018134,0
P15-R01-PastaSalad,P15-R01-PastaSalad_769126-770626-F018456-F018499,18456,18499,0,0,0,,,P15-R01-PastaSalad-769126-770626-F018456-F018499,0
P15-R01-PastaSalad,P15-R01-PastaSalad_91900-107900-F002167-F002628,2167,2628,0,0,0,,,P15-R01-PastaSalad-91900-107900-F002167-F002628,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1017000-1022400-F024395-F024551,24395,24551,0,0,0,,,P16-R03-BaconAndEggs-1017000-1022400-F024395-F024551,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1046900-1050200-F025117-F025213,25117,25213,0,0,0,,,P16-R03-BaconAndEggs-1046900-1050200-F025117-F025213,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1165600-1172900-F027957-F028167,27957,28167,0,0,0,,,P16-R03-BaconAndEggs-1165600-1172900-F027957-F028167,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1464200-1481400-F035099-F035595,35099,35595,0,0,0,,,P16-R03-BaconAndEggs-1464200-1481400-F035099-F035595,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1520027-1522021-F036475-F036534,36475,36534,0,0,0,,,P16-R03-BaconAndEggs-1520027-1522021-F036475-F036534,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_1899800-1910500-F045570-F045877,45570,45877,0,0,0,,,P16-R03-BaconAndEggs-1899800-1910500-F045570-F045877,0
P16-R03-BaconAndEggs,P16-R03-BaconAndEggs_799900-801900-F019192-F019251,19192,19251,0,0,0,,,P16-R03-BaconAndEggs-799900-801900-F019192-F019251,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1014800-1017300-F024349-F024422,24349,24422,0,0,0,,,P17-R03-BaconAndEggs-1014800-1017300-F024349-F024422,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1024700-1027500-F024586-F024666,24586,24666,0,0,0,,,P17-R03-BaconAndEggs-1024700-1027500-F024586-F024666,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1055600-1059700-F025324-F025443,25324,25443,0,0,0,,,P17-R03-BaconAndEggs-1055600-1059700-F025324-F025443,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1065700-1074300-F025556-F025804,25556,25804,0,0,0,,,P17-R03-BaconAndEggs-1065700-1074300-F025556-F025804,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1093683-1095500-F026244-F026296,26244,26296,0,0,0,,,P17-R03-BaconAndEggs-1093683-1095500-F026244-F026296,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1096500-1105500-F026295-F026553,26295,26553,0,0,0,,,P17-R03-BaconAndEggs-1096500-1105500-F026295-F026553,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_113000-131600-F002668-F003203,2668,3203,0,0,0,,,P17-R03-BaconAndEggs-113000-131600-F002668-F003203,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1245200-1249600-F029874-F030001,29874,30001,0,0,0,,,P17-R03-BaconAndEggs-1245200-1249600-F029874-F030001,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_135900-138200-F003256-F003322,3256,3322,0,0,0,,,P17-R03-BaconAndEggs-135900-138200-F003256-F003322,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1362100-1367300-F032678-F032828,32678,32828,0,0,0,,,P17-R03-BaconAndEggs-1362100-1367300-F032678-F032828,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_139200-140900-F003336-F003386,3336,3386,0,0,0,,,P17-R03-BaconAndEggs-139200-140900-F003336-F003386,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_1393600-1402900-F033424-F033692,33424,33692,0,0,0,,,P17-R03-BaconAndEggs-1393600-1402900-F033424-F033692,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_161600-164700-F003871-F003960,3871,3960,0,0,0,,,P17-R03-BaconAndEggs-161600-164700-F003871-F003960,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_185000-193300-F004420-F004660,4420,4660,0,0,0,,,P17-R03-BaconAndEggs-185000-193300-F004420-F004660,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_257100-260000-F006163-F006247,6163,6247,0,0,0,,,P17-R03-BaconAndEggs-257100-260000-F006163-F006247,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_270300-271900-F006483-F006530,6483,6530,0,0,0,,,P17-R03-BaconAndEggs-270300-271900-F006483-F006530,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_300319-301463-F007204-F007239,7204,7239,0,0,0,,,P17-R03-BaconAndEggs-300319-301463-F007204-F007239,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_348400-355800-F008343-F008558,8343,8558,0,0,0,,,P17-R03-BaconAndEggs-348400-355800-F008343-F008558,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_363800-365600-F008727-F008779,8727,8779,0,0,0,,,P17-R03-BaconAndEggs-363800-365600-F008727-F008779,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_397300-401900-F009524-F009657,9524,9657,0,0,0,,,P17-R03-BaconAndEggs-397300-401900-F009524-F009657,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_412300-415900-F009887-F009990,9887,9990,0,0,0,,,P17-R03-BaconAndEggs-412300-415900-F009887-F009990,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_430500-437100-F010316-F010507,10316,10507,0,0,0,,,P17-R03-BaconAndEggs-430500-437100-F010316-F010507,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_462400-469300-F011081-F011280,11081,11280,0,0,0,,,P17-R03-BaconAndEggs-462400-469300-F011081-F011280,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_511200-518100-F012252-F012451,12252,12451,0,0,0,,,P17-R03-BaconAndEggs-511200-518100-F012252-F012451,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_556300-562600-F013336-F013518,13336,13518,0,0,0,,,P17-R03-BaconAndEggs-556300-562600-F013336-F013518,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_620600-628500-F014875-F015103,14875,15103,0,0,0,,,P17-R03-BaconAndEggs-620600-628500-F014875-F015103,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_676500-680800-F016226-F016350,16226,16350,0,0,0,,,P17-R03-BaconAndEggs-676500-680800-F016226-F016350,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_695100-699700-F016671-F016804,16671,16804,0,0,0,,,P17-R03-BaconAndEggs-695100-699700-F016671-F016804,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_795132-797611-F019077-F019149,19077,19149,0,0,0,,,P17-R03-BaconAndEggs-795132-797611-F019077-F019149,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_822300-826000-F019726-F019833,19726,19833,0,0,0,,,P17-R03-BaconAndEggs-822300-826000-F019726-F019833,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_826900-828800-F019841-F019896,19841,19896,0,0,0,,,P17-R03-BaconAndEggs-826900-828800-F019841-F019896,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_841300-849200-F020172-F020400,20172,20400,0,0,0,,,P17-R03-BaconAndEggs-841300-849200-F020172-F020400,0
P17-R03-BaconAndEggs,P17-R03-BaconAndEggs_880600-887000-F021119-F021303,21119,21303,0,0,0,,,P17-R03-BaconAndEggs-880600-887000-F021119-F021303,0
